age,job,marital,education,housing,loan,contact,campaign,previous,poutcome,y
36,services,married,high.school,yes,no,telephone,3,0,nonexistent,no
29,technician,single,professional.course,no,no,cellular,5,0,nonexistent,no
31,technician,single,university.degree,no,no,cellular,2,1,failure,no
34,admin.,married,university.degree,no,no,telephone,1,0,nonexistent,no
33,admin.,married,high.school,yes,no,cellular,1,0,nonexistent,no
54,entrepreneur,married,basic.9y,yes,yes,cellular,1,0,nonexistent,no
44,services,divorced,high.school,no,no,telephone,1,0,nonexistent,no
34,technician,single,basic.9y,no,no,cellular,3,3,success,yes
37,technician,single,university.degree,no,no,cellular,1,1,failure,yes
35,blue-collar,married,basic.4y,no,no,cellular,9,0,nonexistent,no
45,management,married,professional.course,no,no,cellular,1,0,nonexistent,yes
53,blue-collar,divorced,basic.4y,yes,no,telephone,2,0,nonexistent,no
28,technician,divorced,professional.course,yes,no,cellular,1,0,nonexistent,no
43,blue-collar,married,basic.4y,yes,no,telephone,2,0,nonexistent,no
42,entrepreneur,married,high.school,no,no,cellular,1,0,nonexistent,no
43,services,married,high.school,no,no,cellular,1,0,nonexistent,no
29,admin.,single,university.degree,yes,no,cellular,1,0,nonexistent,no
50,admin.,married,university.degree,no,no,telephone,12,0,nonexistent,no
35,services,married,high.school,yes,no,telephone,1,0,nonexistent,no
44,services,married,high.school,yes,yes,telephone,1,0,nonexistent,no
45,admin.,single,high.school,yes,no,cellular,3,0,nonexistent,no
43,management,married,basic.9y,no,no,cellular,1,0,nonexistent,no
29,services,married,high.school,no,no,cellular,4,0,nonexistent,no
34,technician,married,professional.course,yes,no,cellular,2,2,success,no
29,services,single,high.school,yes,yes,cellular,2,2,failure,yes
56,retired,married,basic.6y,yes,yes,telephone,3,0,nonexistent,no
33,blue-collar,married,unknown,yes,no,cellular,2,0,nonexistent,no
22,services,single,basic.4y,no,yes,telephone,1,0,nonexistent,no
61,retired,married,basic.9y,no,yes,cellular,2,0,nonexistent,no
31,admin.,single,basic.9y,no,no,telephone,2,0,nonexistent,no
41,technician,married,high.school,yes,yes,telephone,1,0,nonexistent,no
27,admin.,single,professional.course,no,no,cellular,2,0,nonexistent,no
47,technician,married,professional.course,yes,no,cellular,3,0,nonexistent,no
48,admin.,divorced,university.degree,yes,no,cellular,2,0,nonexistent,no
36,blue-collar,married,basic.9y,no,no,telephone,3,0,nonexistent,no
57,technician,single,professional.course,yes,yes,cellular,4,0,nonexistent,no
37,unemployed,married,university.degree,yes,no,cellular,3,2,success,yes
34,management,single,university.degree,no,no,telephone,1,0,nonexistent,no
39,self-employed,single,university.degree,no,no,telephone,1,0,nonexistent,no
60,management,married,unknown,no,no,cellular,1,0,nonexistent,no
32,admin.,single,university.degree,no,yes,cellular,2,0,nonexistent,no
42,services,married,professional.course,no,no,telephone,1,0,nonexistent,no
39,technician,single,university.degree,yes,no,cellular,1,0,nonexistent,no
40,technician,married,basic.9y,no,no,telephone,6,0,nonexistent,no
27,student,single,university.degree,no,no,cellular,1,1,failure,yes
54,blue-collar,divorced,basic.4y,yes,no,cellular,3,0,nonexistent,no
43,technician,married,university.degree,no,yes,cellular,1,1,failure,no
28,technician,married,professional.course,no,no,cellular,1,0,nonexistent,no
59,retired,married,basic.9y,no,no,cellular,4,0,nonexistent,no
24,technician,single,professional.course,no,no,cellular,2,1,failure,no
50,services,married,high.school,yes,no,cellular,6,0,nonexistent,no
32,management,single,university.degree,yes,no,cellular,1,0,nonexistent,yes
34,technician,married,professional.course,yes,no,cellular,2,0,nonexistent,yes
73,retired,married,basic.4y,yes,no,cellular,1,0,nonexistent,no
46,management,married,unknown,yes,no,telephone,1,0,nonexistent,no
52,housemaid,married,basic.4y,no,no,cellular,2,0,nonexistent,no
46,admin.,married,university.degree,no,no,cellular,2,0,nonexistent,no
40,admin.,single,university.degree,yes,no,cellular,1,0,nonexistent,no
45,technician,unknown,basic.6y,no,no,cellular,1,1,failure,no
31,self-employed,married,basic.9y,no,no,cellular,1,0,nonexistent,no
39,technician,married,professional.course,no,yes,cellular,1,0,nonexistent,no
34,technician,single,professional.course,yes,no,cellular,1,0,nonexistent,no
30,technician,single,professional.course,yes,no,cellular,1,0,nonexistent,no
31,admin.,married,high.school,yes,no,cellular,2,1,failure,no
35,technician,single,professional.course,yes,no,cellular,1,0,nonexistent,no
32,admin.,single,university.degree,no,no,cellular,1,0,nonexistent,no
32,self-employed,married,high.school,yes,no,cellular,3,0,nonexistent,no
37,technician,single,university.degree,no,no,cellular,3,0,nonexistent,no
46,services,single,basic.4y,no,no,cellular,3,1,success,no
52,management,married,university.degree,yes,no,cellular,1,0,nonexistent,yes
24,technician,single,basic.9y,no,no,cellular,3,0,nonexistent,no
42,entrepreneur,married,university.degree,yes,no,cellular,1,1,failure,no
25,blue-collar,married,basic.4y,no,no,cellular,1,0,nonexistent,no
49,blue-collar,married,basic.9y,no,yes,cellular,1,0,nonexistent,no
37,management,divorced,high.school,yes,no,cellular,2,0,nonexistent,no
22,unemployed,single,high.school,yes,no,cellular,3,0,nonexistent,yes
36,technician,married,professional.course,no,no,cellular,2,0,nonexistent,no
48,services,divorced,high.school,yes,no,cellular,3,1,failure,no
30,self-employed,married,university.degree,yes,no,telephone,10,0,nonexistent,no
51,blue-collar,divorced,basic.9y,no,no,cellular,5,0,nonexistent,no
49,technician,married,professional.course,unknown,unknown,telephone,2,0,nonexistent,no
44,housemaid,married,high.school,yes,no,cellular,1,0,nonexistent,no
56,retired,married,professional.course,yes,no,cellular,4,0,nonexistent,no
35,services,single,high.school,yes,yes,telephone,7,0,nonexistent,no
43,entrepreneur,married,basic.4y,yes,no,telephone,2,0,nonexistent,no
29,blue-collar,single,basic.6y,no,no,cellular,1,0,nonexistent,no
58,retired,married,university.degree,yes,no,cellular,1,0,nonexistent,no
29,services,married,high.school,yes,no,cellular,2,0,nonexistent,no
52,technician,married,university.degree,no,no,cellular,1,1,failure,no
34,technician,divorced,professional.course,yes,no,cellular,4,0,nonexistent,no
46,blue-collar,divorced,basic.9y,yes,no,telephone,1,0,nonexistent,no
50,management,divorced,university.degree,no,no,cellular,2,0,nonexistent,yes
23,student,single,high.school,no,no,cellular,2,0,nonexistent,no
54,technician,married,professional.course,yes,no,cellular,2,0,nonexistent,no
37,blue-collar,married,basic.6y,no,no,telephone,1,0,nonexistent,no
37,technician,married,university.degree,no,no,cellular,2,0,nonexistent,no
30,blue-collar,single,unknown,yes,yes,telephone,1,0,nonexistent,no
28,services,married,basic.9y,no,no,cellular,3,0,nonexistent,yes
51,admin.,married,basic.9y,no,yes,telephone,1,0,nonexistent,no
51,retired,divorced,high.school,no,no,cellular,3,0,nonexistent,yes
31,admin.,single,university.degree,yes,no,cellular,1,1,failure,no
43,management,married,university.degree,no,no,cellular,2,1,failure,no
46,technician,divorced,basic.9y,yes,no,telephone,2,0,nonexistent,no
39,technician,married,professional.course,no,no,cellular,2,0,nonexistent,no
63,retired,married,professional.course,no,no,telephone,3,0,nonexistent,no
40,blue-collar,married,basic.4y,yes,no,telephone,5,1,failure,no
52,housemaid,married,university.degree,yes,no,telephone,1,0,nonexistent,no
37,admin.,married,university.degree,no,no,telephone,1,0,nonexistent,no
28,admin.,single,high.school,no,no,telephone,2,0,nonexistent,no
57,admin.,divorced,university.degree,yes,no,cellular,7,0,nonexistent,no
32,blue-collar,single,basic.9y,yes,yes,cellular,1,0,nonexistent,no
46,blue-collar,married,basic.4y,yes,no,cellular,3,0,nonexistent,no
26,admin.,single,university.degree,yes,no,telephone,3,0,nonexistent,no
42,admin.,divorced,high.school,no,no,cellular,3,0,nonexistent,no
41,self-employed,married,professional.course,yes,no,cellular,1,0,nonexistent,no
48,blue-collar,married,basic.6y,no,no,cellular,2,0,nonexistent,no
31,services,married,high.school,unknown,unknown,telephone,1,0,nonexistent,no
34,services,single,high.school,no,no,telephone,16,0,nonexistent,no
54,technician,married,basic.4y,no,no,telephone,2,0,nonexistent,no
19,student,single,unknown,yes,no,cellular,1,1,failure,yes
38,management,married,unknown,no,no,cellular,1,1,failure,no
25,blue-collar,single,professional.course,yes,no,cellular,2,1,success,yes
35,technician,married,professional.course,no,no,telephone,1,0,nonexistent,no
29,technician,married,professional.course,no,no,cellular,3,1,failure,no
33,management,married,basic.9y,yes,no,telephone,1,0,nonexistent,no
42,entrepreneur,married,high.school,yes,no,telephone,2,1,failure,no
44,blue-collar,married,basic.4y,yes,no,telephone,3,0,nonexistent,no
45,entrepreneur,married,university.degree,yes,no,cellular,3,0,nonexistent,no
29,admin.,married,university.degree,no,no,telephone,1,0,nonexistent,no
29,admin.,single,university.degree,yes,no,cellular,1,0,nonexistent,no
33,management,married,university.degree,yes,no,telephone,2,0,nonexistent,no
32,management,married,university.degree,no,no,cellular,2,0,nonexistent,no
43,management,married,professional.course,no,no,telephone,3,0,nonexistent,no
52,management,married,professional.course,no,no,cellular,1,0,nonexistent,no
44,admin.,married,basic.9y,yes,yes,cellular,10,0,nonexistent,no
48,blue-collar,married,professional.course,yes,no,cellular,1,0,nonexistent,no
27,admin.,single,professional.course,yes,yes,telephone,1,0,nonexistent,no
43,admin.,married,high.school,no,no,cellular,5,0,nonexistent,no
35,unemployed,single,basic.9y,no,no,cellular,1,0,nonexistent,no
27,services,single,high.school,no,no,cellular,2,0,nonexistent,no
29,technician,married,professional.course,yes,no,cellular,2,0,nonexistent,no
39,blue-collar,married,basic.4y,no,no,cellular,1,0,nonexistent,no
31,technician,single,professional.course,yes,no,cellular,2,0,nonexistent,no
54,services,married,high.school,no,no,telephone,1,0,nonexistent,no
41,technician,married,university.degree,yes,no,cellular,4,0,nonexistent,no
48,services,married,high.school,yes,no,cellular,1,0,nonexistent,no
37,technician,married,basic.6y,yes,no,telephone,1,0,nonexistent,no
45,blue-collar,married,basic.6y,yes,no,telephone,11,0,nonexistent,no
41,technician,married,professional.course,no,yes,cellular,2,0,nonexistent,no
30,blue-collar,single,basic.6y,yes,no,telephone,1,0,nonexistent,no
50,services,divorced,professional.course,yes,no,telephone,1,0,nonexistent,no
32,admin.,married,university.degree,yes,yes,cellular,1,0,nonexistent,no
45,housemaid,married,professional.course,yes,no,telephone,2,0,nonexistent,no
32,entrepreneur,married,basic.4y,yes,no,cellular,1,0,nonexistent,no
70,retired,married,basic.4y,yes,no,cellular,2,0,nonexistent,no
52,admin.,married,university.degree,yes,no,telephone,3,0,nonexistent,no
30,technician,single,university.degree,no,no,telephone,4,0,nonexistent,no
52,entrepreneur,married,university.degree,no,no,telephone,2,0,nonexistent,no
47,technician,divorced,university.degree,no,yes,cellular,2,1,failure,no
39,technician,single,professional.course,no,no,cellular,1,1,failure,no
31,admin.,single,university.degree,yes,no,cellular,3,0,nonexistent,no
31,admin.,single,university.degree,yes,no,cellular,4,0,nonexistent,yes
70,retired,divorced,basic.4y,yes,no,cellular,3,0,nonexistent,yes
36,services,single,high.school,no,yes,telephone,2,0,nonexistent,no
30,self-employed,single,university.degree,yes,no,cellular,1,0,nonexistent,yes
47,entrepreneur,married,university.degree,yes,no,telephone,2,0,nonexistent,no
34,admin.,married,university.degree,no,yes,cellular,2,0,nonexistent,no
32,services,married,high.school,no,yes,telephone,4,0,nonexistent,no
44,blue-collar,married,basic.4y,no,yes,telephone,1,0,nonexistent,no
32,admin.,divorced,university.degree,yes,no,cellular,3,0,nonexistent,no
42,unemployed,married,basic.9y,yes,yes,telephone,2,0,nonexistent,no
24,student,single,unknown,yes,no,cellular,1,0,nonexistent,yes
42,admin.,married,university.degree,yes,no,telephone,3,0,nonexistent,no
27,retired,single,basic.9y,no,no,cellular,1,0,nonexistent,no
50,entrepreneur,married,university.degree,yes,no,cellular,2,0,nonexistent,no
31,technician,married,professional.course,yes,no,cellular,1,0,nonexistent,no
42,blue-collar,married,basic.9y,yes,no,telephone,2,0,nonexistent,no
31,blue-collar,married,basic.4y,no,no,telephone,1,0,nonexistent,no
30,technician,divorced,professional.course,yes,no,telephone,1,0,nonexistent,no
49,blue-collar,married,basic.9y,yes,no,telephone,1,0,nonexistent,no
30,blue-collar,married,basic.9y,yes,no,telephone,3,0,nonexistent,no
29,technician,single,university.degree,yes,yes,cellular,1,0,nonexistent,no
30,technician,single,professional.course,yes,no,cellular,5,0,nonexistent,no
36,technician,divorced,professional.course,no,no,telephone,4,0,nonexistent,no
34,services,divorced,professional.course,yes,no,telephone,1,0,nonexistent,no
45,technician,married,university.degree,no,no,cellular,2,1,failure,no
36,services,married,high.school,yes,yes,cellular,1,1,failure,no
36,admin.,married,university.degree,yes,no,cellular,3,0,nonexistent,no
27,admin.,single,high.school,yes,no,cellular,1,0,nonexistent,no
44,entrepreneur,divorced,university.degree,no,no,cellular,1,0,nonexistent,no
29,blue-collar,married,high.school,no,no,cellular,2,0,nonexistent,no
38,blue-collar,married,basic.6y,yes,no,cellular,1,0,nonexistent,yes
22,blue-collar,single,unknown,no,no,telephone,4,0,nonexistent,no
47,technician,married,basic.9y,yes,no,telephone,2,0,nonexistent,no
25,admin.,single,high.school,no,no,cellular,1,0,nonexistent,no
55,management,married,university.degree,yes,no,cellular,1,1,failure,no
26,technician,single,university.degree,yes,yes,cellular,3,0,nonexistent,no
54,admin.,married,high.school,no,no,cellular,2,0,nonexistent,no
27,blue-collar,single,basic.4y,no,yes,cellular,1,0,nonexistent,no
58,admin.,married,professional.course,yes,no,cellular,4,2,failure,no
33,admin.,single,university.degree,no,no,cellular,5,1,failure,no
30,blue-collar,married,basic.6y,no,no,telephone,2,0,nonexistent,no
37,admin.,divorced,high.school,yes,yes,cellular,2,0,nonexistent,no
38,technician,divorced,high.school,yes,yes,cellular,3,1,failure,no
37,blue-collar,married,basic.9y,no,no,cellular,3,0,nonexistent,no
36,housemaid,divorced,basic.4y,yes,no,cellular,2,1,failure,no
56,blue-collar,married,basic.4y,no,no,telephone,2,0,nonexistent,no
48,entrepreneur,married,basic.9y,yes,no,cellular,2,0,nonexistent,no
23,student,single,university.degree,yes,no,cellular,2,4,failure,no
46,management,divorced,professional.course,no,no,cellular,2,1,failure,no
50,admin.,married,university.degree,no,no,cellular,1,0,nonexistent,no
69,retired,married,university.degree,yes,no,cellular,1,0,nonexistent,yes
35,blue-collar,married,basic.9y,no,no,telephone,2,0,nonexistent,no
39,services,married,high.school,yes,no,cellular,2,0,nonexistent,no
40,management,divorced,university.degree,yes,no,cellular,1,0,nonexistent,yes
36,technician,married,professional.course,no,yes,telephone,2,0,nonexistent,no
36,management,married,university.degree,yes,no,telephone,1,0,nonexistent,no
50,housemaid,married,basic.4y,no,yes,cellular,1,1,success,yes
63,retired,married,university.degree,no,no,telephone,3,0,nonexistent,no
49,blue-collar,married,basic.4y,yes,yes,cellular,4,0,nonexistent,no
55,services,married,basic.6y,yes,no,cellular,6,0,nonexistent,no
43,unemployed,married,university.degree,unknown,unknown,telephone,2,0,nonexistent,no
35,services,divorced,high.school,no,no,telephone,3,0,nonexistent,no
58,management,divorced,university.degree,no,no,telephone,1,0,nonexistent,yes
59,management,married,university.degree,no,no,telephone,2,0,nonexistent,no
39,blue-collar,married,high.school,yes,no,cellular,1,0,nonexistent,no
34,technician,single,professional.course,yes,no,cellular,2,1,failure,yes
32,admin.,single,university.degree,yes,no,cellular,1,0,nonexistent,no
25,technician,single,professional.course,yes,yes,cellular,1,1,failure,no
36,blue-collar,married,basic.9y,yes,yes,cellular,1,0,nonexistent,no
27,blue-collar,married,basic.9y,no,no,cellular,1,0,nonexistent,yes
51,admin.,divorced,university.degree,yes,no,cellular,2,0,nonexistent,no
42,admin.,married,university.degree,no,yes,telephone,2,0,nonexistent,no
27,services,married,high.school,no,no,telephone,3,0,nonexistent,no
47,blue-collar,married,basic.6y,no,no,telephone,3,0,nonexistent,no
40,admin.,single,high.school,yes,no,cellular,3,1,failure,no
44,admin.,married,university.degree,yes,no,cellular,1,0,nonexistent,no
41,admin.,single,university.degree,no,no,telephone,2,0,nonexistent,no
38,technician,divorced,professional.course,yes,no,cellular,2,0,nonexistent,no
51,admin.,married,basic.6y,yes,no,telephone,1,0,nonexistent,no
46,technician,married,basic.6y,yes,no,cellular,4,0,nonexistent,yes
31,technician,single,high.school,yes,yes,cellular,3,0,nonexistent,no
38,student,divorced,unknown,yes,no,cellular,3,0,nonexistent,no
35,blue-collar,married,basic.9y,yes,no,telephone,3,0,nonexistent,no
29,admin.,single,university.degree,yes,no,cellular,1,0,nonexistent,no
30,blue-collar,single,high.school,no,no,cellular,1,0,nonexistent,no
36,blue-collar,married,basic.6y,no,no,cellular,1,0,nonexistent,no
44,technician,married,professional.course,yes,no,telephone,2,0,nonexistent,no
30,admin.,single,high.school,no,no,cellular,1,0,nonexistent,no
34,blue-collar,married,basic.9y,yes,no,telephone,1,0,nonexistent,no
44,admin.,married,high.school,no,no,cellular,7,0,nonexistent,no
31,admin.,single,basic.9y,no,no,cellular,4,0,nonexistent,yes
44,technician,divorced,high.school,no,no,telephone,1,0,nonexistent,no
45,entrepreneur,married,university.degree,no,no,telephone,5,0,nonexistent,no
31,blue-collar,married,high.school,no,no,telephone,1,0,nonexistent,no
41,technician,single,university.degree,no,yes,telephone,3,0,nonexistent,no
58,blue-collar,married,basic.4y,yes,no,cellular,1,0,nonexistent,no
25,self-employed,married,university.degree,yes,no,telephone,2,0,nonexistent,no
29,admin.,single,university.degree,yes,no,cellular,5,0,nonexistent,no
37,admin.,single,university.degree,no,no,cellular,1,0,nonexistent,no
35,services,divorced,high.school,yes,yes,cellular,1,0,nonexistent,no
44,technician,married,professional.course,no,no,telephone,1,0,nonexistent,no
31,admin.,married,high.school,yes,yes,telephone,2,0,nonexistent,no
58,technician,married,university.degree,no,no,telephone,1,0,nonexistent,no
38,admin.,married,high.school,no,no,cellular,1,0,nonexistent,no
25,student,single,high.school,yes,no,cellular,3,0,nonexistent,no
56,admin.,married,basic.9y,yes,yes,cellular,2,0,nonexistent,no
37,student,single,unknown,no,no,cellular,1,0,nonexistent,no
27,admin.,single,university.degree,yes,yes,cellular,1,2,success,no
33,technician,single,professional.course,yes,yes,cellular,1,0,nonexistent,no
31,admin.,single,university.degree,yes,no,cellular,2,0,nonexistent,no
31,entrepreneur,married,university.degree,yes,no,telephone,2,0,nonexistent,no
46,admin.,married,unknown,no,no,telephone,1,0,nonexistent,no
29,entrepreneur,married,high.school,yes,no,cellular,1,0,nonexistent,no
54,housemaid,married,basic.4y,yes,no,cellular,3,0,nonexistent,no
50,admin.,married,high.school,yes,no,telephone,4,0,nonexistent,no
31,entrepreneur,single,basic.9y,no,no,telephone,3,0,nonexistent,yes
40,admin.,married,high.school,yes,yes,cellular,4,0,nonexistent,no
33,admin.,divorced,university.degree,yes,no,cellular,1,0,nonexistent,no
27,student,single,university.degree,no,no,cellular,2,0,nonexistent,no
32,blue-collar,single,basic.4y,no,no,cellular,2,0,nonexistent,no
27,admin.,single,university.degree,no,no,cellular,2,0,nonexistent,yes
60,admin.,divorced,high.school,yes,no,cellular,1,0,nonexistent,no
45,retired,married,basic.9y,yes,no,cellular,2,0,nonexistent,no
59,admin.,married,high.school,yes,no,cellular,2,1,success,yes
52,admin.,married,university.degree,yes,no,cellular,1,0,nonexistent,no
39,technician,single,professional.course,no,no,cellular,1,0,nonexistent,yes
34,blue-collar,married,basic.9y,no,no,cellular,1,1,failure,no
49,blue-collar,married,basic.4y,no,no,telephone,1,0,nonexistent,no
30,technician,married,high.school,no,no,cellular,2,0,nonexistent,yes
47,retired,single,basic.6y,no,no,cellular,5,0,nonexistent,no
35,blue-collar,married,basic.4y,no,no,telephone,2,0,nonexistent,no
82,retired,married,high.school,yes,no,cellular,3,0,nonexistent,no
28,admin.,single,high.school,no,no,cellular,2,0,nonexistent,yes
40,technician,married,professional.course,yes,no,telephone,8,0,nonexistent,no
39,services,married,high.school,yes,no,cellular,3,1,failure,no
37,admin.,married,high.school,unknown,unknown,telephone,1,0,nonexistent,no
61,retired,married,basic.4y,yes,no,cellular,1,3,failure,yes
37,blue-collar,married,basic.6y,no,no,cellular,3,0,nonexistent,yes
49,management,married,university.degree,no,no,cellular,1,0,nonexistent,no
41,housemaid,married,basic.6y,no,no,telephone,1,0,nonexistent,no
62,retired,married,basic.4y,no,no,cellular,1,2,failure,yes
52,admin.,married,university.degree,yes,no,cellular,1,0,nonexistent,no
45,housemaid,married,basic.6y,yes,no,cellular,1,1,failure,no
41,services,divorced,high.school,yes,no,cellular,1,0,nonexistent,no
29,services,married,professional.course,no,no,cellular,1,0,nonexistent,no
44,blue-collar,married,basic.9y,yes,no,telephone,2,0,nonexistent,no
31,blue-collar,married,basic.9y,yes,no,cellular,1,0,nonexistent,no
28,admin.,single,university.degree,no,no,cellular,1,2,success,yes
30,admin.,married,university.degree,no,no,cellular,2,0,nonexistent,no
58,management,divorced,university.degree,no,no,telephone,7,0,nonexistent,no
54,management,divorced,university.degree,no,no,telephone,2,0,nonexistent,no
35,technician,married,professional.course,yes,yes,cellular,3,0,nonexistent,no
58,self-employed,married,university.degree,yes,no,cellular,1,0,nonexistent,no
48,unemployed,married,university.degree,yes,no,cellular,2,0,nonexistent,no
39,services,single,high.school,no,yes,telephone,3,0,nonexistent,no
55,blue-collar,divorced,basic.9y,no,no,cellular,3,1,failure,no
44,blue-collar,married,basic.6y,no,yes,telephone,1,0,nonexistent,no
56,retired,married,basic.4y,yes,no,cellular,2,0,nonexistent,yes
52,blue-collar,married,basic.9y,yes,no,cellular,3,0,nonexistent,no
46,admin.,divorced,university.degree,yes,no,telephone,4,0,nonexistent,no
48,blue-collar,married,basic.9y,yes,no,cellular,2,0,nonexistent,no
31,student,single,unknown,yes,no,cellular,1,1,failure,yes
32,blue-collar,married,professional.course,no,no,telephone,1,0,nonexistent,no
43,blue-collar,married,basic.4y,no,yes,telephone,1,0,nonexistent,no
56,entrepreneur,married,basic.4y,yes,no,cellular,20,0,nonexistent,no
39,technician,single,professional.course,no,no,cellular,1,0,nonexistent,no
46,blue-collar,married,basic.9y,no,no,cellular,1,0,nonexistent,no
29,services,married,high.school,no,no,telephone,2,0,nonexistent,no
33,admin.,divorced,high.school,no,no,cellular,2,0,nonexistent,no
48,management,married,university.degree,yes,no,telephone,23,0,nonexistent,no
43,technician,married,professional.course,no,yes,cellular,2,1,success,no
56,unemployed,married,professional.course,no,no,cellular,1,2,failure,no
24,services,married,high.school,yes,no,cellular,4,0,nonexistent,no
51,admin.,married,high.school,no,no,telephone,1,0,nonexistent,no
41,unknown,married,basic.6y,no,yes,telephone,4,0,nonexistent,no
67,retired,married,university.degree,yes,no,telephone,4,0,nonexistent,no
40,technician,married,professional.course,no,no,telephone,1,0,nonexistent,no
40,management,married,university.degree,yes,no,telephone,2,0,nonexistent,no
33,admin.,divorced,university.degree,no,no,cellular,1,0,nonexistent,no
29,blue-collar,single,high.school,yes,no,telephone,3,0,nonexistent,yes
31,admin.,divorced,university.degree,no,no,telephone,5,0,nonexistent,no
41,admin.,married,university.degree,no,no,cellular,1,0,nonexistent,yes
55,blue-collar,married,basic.4y,yes,yes,telephone,2,0,nonexistent,no
48,self-employed,married,high.school,yes,yes,cellular,3,0,nonexistent,no
41,admin.,divorced,high.school,no,no,cellular,1,0,nonexistent,no
24,admin.,single,professional.course,yes,no,cellular,1,0,nonexistent,no
31,admin.,single,university.degree,no,no,cellular,1,0,nonexistent,no
32,technician,married,high.school,no,no,cellular,3,1,failure,no
27,blue-collar,single,basic.9y,no,no,cellular,1,0,nonexistent,no
44,blue-collar,married,unknown,no,no,cellular,2,0,nonexistent,no
42,technician,married,professional.course,yes,no,telephone,1,0,nonexistent,no
48,services,divorced,high.school,yes,no,cellular,2,0,nonexistent,no
52,housemaid,divorced,high.school,yes,no,cellular,3,0,nonexistent,no
52,technician,married,professional.course,no,no,cellular,1,0,nonexistent,no
25,admin.,married,high.school,no,yes,telephone,4,0,nonexistent,no
56,management,married,unknown,yes,no,telephone,2,0,nonexistent,no
30,admin.,single,university.degree,yes,no,telephone,1,0,nonexistent,no
36,admin.,married,high.school,no,no,telephone,4,0,nonexistent,no
33,admin.,married,university.degree,no,no,cellular,2,0,nonexistent,yes
38,unemployed,single,high.school,yes,no,cellular,2,0,nonexistent,yes
24,admin.,single,high.school,no,yes,cellular,1,0,nonexistent,no
37,services,married,basic.9y,yes,no,telephone,1,0,nonexistent,no
35,services,married,basic.9y,no,no,telephone,2,0,nonexistent,no
39,services,divorced,high.school,yes,no,telephone,5,0,nonexistent,no
64,retired,married,unknown,no,no,cellular,4,0,nonexistent,yes
29,services,married,high.school,yes,no,cellular,1,1,failure,no
53,management,married,university.degree,yes,yes,cellular,1,0,nonexistent,no
24,services,single,basic.9y,yes,no,cellular,1,0,nonexistent,no
83,housemaid,divorced,basic.4y,yes,no,cellular,2,1,success,yes
42,self-employed,married,university.degree,yes,no,cellular,3,0,nonexistent,no
46,blue-collar,married,basic.6y,no,no,telephone,2,0,nonexistent,no
36,technician,married,high.school,yes,no,cellular,6,0,nonexistent,yes
29,technician,married,professional.course,yes,no,cellular,2,0,nonexistent,yes
47,technician,married,professional.course,no,no,cellular,1,0,nonexistent,no
46,housemaid,married,basic.4y,no,no,cellular,4,0,nonexistent,no
36,blue-collar,married,basic.9y,no,no,telephone,4,0,nonexistent,no
36,technician,married,university.degree,yes,no,cellular,2,0,nonexistent,no
29,student,single,professional.course,yes,no,telephone,2,0,nonexistent,no
30,technician,married,professional.course,yes,no,cellular,2,2,success,yes
26,student,single,professional.course,yes,no,cellular,2,0,nonexistent,yes
38,technician,single,basic.9y,no,no,cellular,7,0,nonexistent,no
31,self-employed,married,university.degree,yes,no,cellular,2,0,nonexistent,no
29,services,single,high.school,no,no,cellular,2,1,success,yes
30,blue-collar,single,high.school,yes,no,telephone,1,0,nonexistent,no
30,technician,single,professional.course,no,yes,telephone,7,0,nonexistent,no
33,admin.,married,university.degree,unknown,unknown,cellular,2,0,nonexistent,no
32,admin.,single,university.degree,no,no,cellular,3,0,nonexistent,no
31,self-employed,single,university.degree,no,no,cellular,1,2,failure,no
49,admin.,divorced,high.school,yes,no,cellular,4,0,nonexistent,no
25,admin.,married,high.school,no,no,cellular,1,0,nonexistent,no
37,technician,single,basic.9y,no,yes,telephone,1,0,nonexistent,no
33,admin.,single,high.school,no,no,cellular,1,0,nonexistent,no
32,technician,single,high.school,no,no,telephone,1,0,nonexistent,no
27,services,single,high.school,yes,no,cellular,4,0,nonexistent,no
39,self-employed,married,professional.course,no,no,cellular,3,0,nonexistent,no
44,management,married,university.degree,yes,no,cellular,2,0,nonexistent,no
46,admin.,single,high.school,yes,no,cellular,1,1,failure,no
51,unemployed,married,basic.4y,yes,no,telephone,2,0,nonexistent,no
38,entrepreneur,single,university.degree,no,no,cellular,2,0,nonexistent,no
57,blue-collar,married,basic.4y,yes,no,cellular,3,0,nonexistent,no
45,blue-collar,married,basic.9y,no,no,telephone,3,0,nonexistent,no
28,blue-collar,married,basic.9y,no,yes,cellular,2,0,nonexistent,no
33,blue-collar,married,basic.9y,no,no,cellular,3,0,nonexistent,no
45,admin.,married,high.school,no,no,cellular,1,0,nonexistent,no
49,admin.,unknown,university.degree,no,no,cellular,1,0,nonexistent,yes
59,management,married,university.degree,yes,no,cellular,10,0,nonexistent,no
24,student,single,university.degree,yes,no,cellular,3,0,nonexistent,no
30,technician,married,professional.course,yes,no,cellular,1,0,nonexistent,no
35,blue-collar,married,basic.6y,yes,yes,telephone,1,0,nonexistent,no
30,admin.,single,high.school,yes,no,cellular,1,0,nonexistent,no
38,blue-collar,married,basic.9y,no,no,cellular,1,0,nonexistent,no
41,services,married,unknown,no,no,cellular,5,0,nonexistent,no
34,admin.,married,high.school,yes,no,cellular,1,0,nonexistent,no
42,entrepreneur,married,professional.course,yes,no,cellular,7,0,nonexistent,no
36,technician,married,university.degree,no,no,telephone,1,0,nonexistent,no
